position	functional_class	mitomap_class_loci	n_mitomap_class_loci	mitomap_all_loci	mitomap_all_descriptions	mitomap_source_revision	mitomap_source_url
9304	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9305	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9306	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9307	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9308	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9309	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9310	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9311	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9312	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9313	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9314	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9315	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9316	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9317	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9318	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9319	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9320	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9321	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9322	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9323	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9324	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9325	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9326	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9327	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9328	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9329	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9330	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9331	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9332	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9333	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9334	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9335	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9336	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9337	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9338	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9339	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9340	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9341	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9342	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9343	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9344	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9345	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9346	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9347	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9348	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9349	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9350	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9351	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9352	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9353	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9354	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9355	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9356	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9357	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9358	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9359	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9360	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9361	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9362	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9363	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9364	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9365	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9366	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9367	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9368	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9369	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9370	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9371	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9372	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9373	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9374	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9375	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9376	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9377	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9378	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9379	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9380	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9381	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9382	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9383	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9384	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9385	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9386	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9387	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9388	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9389	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9390	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9391	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9392	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9393	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9394	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9395	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9396	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9397	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9398	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9399	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9400	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9401	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9402	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9403	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9404	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9405	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9406	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9407	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9408	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9409	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9410	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9411	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9412	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9413	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9414	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9415	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9416	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9417	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9418	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9419	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9420	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9421	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9422	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9423	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9424	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9425	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9426	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9427	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9428	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9429	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9430	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9431	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9432	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9433	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9434	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9435	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9436	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9437	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9438	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9439	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9440	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9441	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9442	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9443	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9444	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9445	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9446	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9447	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9448	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9449	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9450	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9451	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9452	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9453	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9454	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9455	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9456	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9457	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9458	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9459	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9460	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9461	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9462	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9463	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9464	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9465	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9466	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9467	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9468	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9469	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9470	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9471	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9472	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9473	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9474	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9475	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9476	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
9477	protein_coding	MT-CO3	1	MT-CO3	Cytochrome c oxidase subunit III	r889	https://www.mitomap.org/foswiki/bin/view/MITOMAP/GenomeLoci
